Lower layer Super Output Areas Code,Lower layer Super Output Areas,Household deprivation (6 categories) Code,Household deprivation (6 categories),Observation
E01032498,Leeds 099F,5,Household is deprived in four dimensions,1
E01032499,Leeds 067G,-8,Does not apply,0
E01032499,Leeds 067G,1,Household is not deprived in any dimension,382
E01032499,Leeds 067G,2,Household is deprived in one dimension,220
E01032499,Leeds 067G,3,Household is deprived in two dimensions,84
E01032499,Leeds 067G,4,Household is deprived in three dimensions,13
E01032499,Leeds 067G,5,Household is deprived in four dimensions,2
E01032500,Leeds 067H,-8,Does not apply,0
E01032500,Leeds 067H,1,Household is not deprived in any dimension,223
E01032500,Leeds 067H,2,Household is deprived in one dimension,265
E01032500,Leeds 067H,3,Household is deprived in two dimensions,105
E01032500,Leeds 067H,4,Household is deprived in three dimensions,44
E01032500,Leeds 067H,5,Household is deprived in four dimensions,5
E01032501,Leeds 017E,-8,Does not apply,0
E01032501,Leeds 017E,1,Household is not deprived in any dimension,309
E01032501,Leeds 017E,2,Household is deprived in one dimension,155
E01032501,Leeds 017E,3,Household is deprived in two dimensions,44
E01032501,Leeds 017E,4,Household is deprived in three dimensions,3
E01032501,Leeds 017E,5,Household is deprived in four dimensions,0
E01032502,Leeds 017F,-8,Does not apply,0
E01032502,Leeds 017F,1,Household is not deprived in any dimension,359
E01032502,Leeds 017F,2,Household is deprived in one dimension,275
E01032502,Leeds 017F,3,Household is deprived in two dimensions,149
E01032502,Leeds 017F,4,Household is deprived in three dimensions,68
E01032502,Leeds 017F,5,Household is deprived in four dimensions,1
E01032503,Leeds 007E,-8,Does not apply,0
E01032503,Leeds 007E,1,Household is not deprived in any dimension,378
E01032503,Leeds 007E,2,Household is deprived in one dimension,188
E01032503,Leeds 007E,3,Household is deprived in two dimensions,41
E01032503,Leeds 007E,4,Household is deprived in three dimensions,2
E01032503,Leeds 007E,5,Household is deprived in four dimensions,0
E01032504,Leeds 007F,-8,Does not apply,0
E01032504,Leeds 007F,1,Household is not deprived in any dimension,468
E01032504,Leeds 007F,2,Household is deprived in one dimension,217
E01032504,Leeds 007F,3,Household is deprived in two dimensions,55
E01032504,Leeds 007F,4,Household is deprived in three dimensions,7
E01032504,Leeds 007F,5,Household is deprived in four dimensions,0
E01032606,Leeds 067I,-8,Does not apply,0
E01032606,Leeds 067I,1,Household is not deprived in any dimension,411
E01032606,Leeds 067I,2,Household is deprived in one dimension,324
E01032606,Leeds 067I,3,Household is deprived in two dimensions,152
E01032606,Leeds 067I,4,Household is deprived in three dimensions,37
E01032606,Leeds 067I,5,Household is deprived in four dimensions,2
E01032607,Leeds 067J,-8,Does not apply,0
E01032607,Leeds 067J,1,Household is not deprived in any dimension,284
E01032607,Leeds 067J,2,Household is deprived in one dimension,208
E01032607,Leeds 067J,3,Household is deprived in two dimensions,105
E01032607,Leeds 067J,4,Household is deprived in three dimensions,41
E01032607,Leeds 067J,5,Household is deprived in four dimensions,11
E01032608,Leeds 067K,-8,Does not apply,0
E01032608,Leeds 067K,1,Household is not deprived in any dimension,221
E01032608,Leeds 067K,2,Household is deprived in one dimension,191
E01032608,Leeds 067K,3,Household is deprived in two dimensions,85
E01032608,Leeds 067K,4,Household is deprived in three dimensions,20
E01032608,Leeds 067K,5,Household is deprived in four dimensions,2
E01032876,Leeds 109G,-8,Does not apply,0
E01032876,Leeds 109G,1,Household is not deprived in any dimension,432
E01032876,Leeds 109G,2,Household is deprived in one dimension,152
E01032876,Leeds 109G,3,Household is deprived in two dimensions,39
E01032876,Leeds 109G,4,Household is deprived in three dimensions,1
E01032876,Leeds 109G,5,Household is deprived in four dimensions,0
E01032946,Leeds 110G,-8,Does not apply,0
E01032946,Leeds 110G,1,Household is not deprived in any dimension,445
E01032946,Leeds 110G,2,Household is deprived in one dimension,279
E01032946,Leeds 110G,3,Household is deprived in two dimensions,96
E01032946,Leeds 110G,4,Household is deprived in three dimensions,14
E01032946,Leeds 110G,5,Household is deprived in four dimensions,0
E01033002,Leeds 055F,-8,Does not apply,0
E01033002,Leeds 055F,1,Household is not deprived in any dimension,508
E01033002,Leeds 055F,2,Household is deprived in one dimension,323
E01033002,Leeds 055F,3,Household is deprived in two dimensions,144
E01033002,Leeds 055F,4,Household is deprived in three dimensions,35
E01033002,Leeds 055F,5,Household is deprived in four dimensions,3
E01033003,Leeds 055G,-8,Does not apply,0
E01033003,Leeds 055G,1,Household is not deprived in any dimension,460
E01033003,Leeds 055G,2,Household is deprived in one dimension,447
E01033003,Leeds 055G,3,Household is deprived in two dimensions,218
E01033003,Leeds 055G,4,Household is deprived in three dimensions,55
E01033003,Leeds 055G,5,Household is deprived in four dimensions,1
E01033008,Leeds 111A,-8,Does not apply,0
E01033008,Leeds 111A,1,Household is not deprived in any dimension,295
E01033008,Leeds 111A,2,Household is deprived in one dimension,248
E01033008,Leeds 111A,3,Household is deprived in two dimensions,46
E01033008,Leeds 111A,4,Household is deprived in three dimensions,6
E01033008,Leeds 111A,5,Household is deprived in four dimensions,0
E01033010,Leeds 111B,-8,Does not apply,0
E01033010,Leeds 111B,1,Household is not deprived in any dimension,421
E01033010,Leeds 111B,2,Household is deprived in one dimension,287
E01033010,Leeds 111B,3,Household is deprived in two dimensions,47
E01033010,Leeds 111B,4,Household is deprived in three dimensions,10
E01033010,Leeds 111B,5,Household is deprived in four dimensions,1
E01033011,Leeds 111C,-8,Does not apply,0
E01033011,Leeds 111C,1,Household is not deprived in any dimension,481
E01033011,Leeds 111C,2,Household is deprived in one dimension,220
E01033011,Leeds 111C,3,Household is deprived in two dimensions,41
E01033011,Leeds 111C,4,Household is deprived in three dimensions,4
E01033011,Leeds 111C,5,Household is deprived in four dimensions,0
E01033013,Leeds 082E,-8,Does not apply,0
E01033013,Leeds 082E,1,Household is not deprived in any dimension,343
E01033013,Leeds 082E,2,Household is deprived in one dimension,233
E01033013,Leeds 082E,3,Household is deprived in two dimensions,104
E01033013,Leeds 082E,4,Household is deprived in three dimensions,33
E01033013,Leeds 082E,5,Household is deprived in four dimensions,6
E01033015,Leeds 111D,-8,Does not apply,0
E01033015,Leeds 111D,1,Household is not deprived in any dimension,647
E01033015,Leeds 111D,2,Household is deprived in one dimension,245
E01033015,Leeds 111D,3,Household is deprived in two dimensions,38
E01033015,Leeds 111D,4,Household is deprived in three dimensions,5
E01033015,Leeds 111D,5,Household is deprived in four dimensions,0
E01033016,Leeds 111E,-8,Does not apply,0
E01033016,Leeds 111E,1,Household is not deprived in any dimension,480
E01033016,Leeds 111E,2,Household is deprived in one dimension,158
E01033016,Leeds 111E,3,Household is deprived in two dimensions,42
E01033016,Leeds 111E,4,Household is deprived in three dimensions,20
E01033016,Leeds 111E,5,Household is deprived in four dimensions,3
E01033021,Leeds 075E,-8,Does not apply,0
E01033021,Leeds 075E,1,Household is not deprived in any dimension,484
E01033021,Leeds 075E,2,Household is deprived in one dimension,327
E01033021,Leeds 075E,3,Household is deprived in two dimensions,190
E01033021,Leeds 075E,4,Household is deprived in three dimensions,77
E01033021,Leeds 075E,5,Household is deprived in four dimensions,1
E01033031,Leeds 064E,-8,Does not apply,0
E01033031,Leeds 064E,1,Household is not deprived in any dimension,395
E01033031,Leeds 064E,2,Household is deprived in one dimension,314
E01033031,Leeds 064E,3,Household is deprived in two dimensions,114
E01033031,Leeds 064E,4,Household is deprived in three dimensions,43
E01033031,Leeds 064E,5,Household is deprived in four dimensions,2
E01033033,Leeds 075F,-8,Does not apply,0
E01033033,Leeds 075F,1,Household is not deprived in any dimension,381
E01033033,Leeds 075F,2,Household is deprived in one dimension,189
E01033033,Leeds 075F,3,Household is deprived in two dimensions,60
E01033033,Leeds 075F,4,Household is deprived in three dimensions,25
E01033033,Leeds 075F,5,Household is deprived in four dimensions,0
E01033034,Leeds 075G,-8,Does not apply,0
E01033034,Leeds 075G,1,Household is not deprived in any dimension,636
E01033034,Leeds 075G,2,Household is deprived in one dimension,247
E01033034,Leeds 075G,3,Household is deprived in two dimensions,28
E01033034,Leeds 075G,4,Household is deprived in three dimensions,5
E01033034,Leeds 075G,5,Household is deprived in four dimensions,0
E01033035,Leeds 064F,-8,Does not apply,0
E01033035,Leeds 064F,1,Household is not deprived in any dimension,182
E01033035,Leeds 064F,2,Household is deprived in one dimension,310
E01033035,Leeds 064F,3,Household is deprived in two dimensions,206
E01033035,Leeds 064F,4,Household is deprived in three dimensions,69
E01033035,Leeds 064F,5,Household is deprived in four dimensions,5
E01035040,Leeds 044G,-8,Does not apply,0
E01035040,Leeds 044G,1,Household is not deprived in any dimension,281
E01035040,Leeds 044G,2,Household is deprived in one dimension,189
E01035040,Leeds 044G,3,Household is deprived in two dimensions,47
E01035040,Leeds 044G,4,Household is deprived in three dimensions,20
E01035040,Leeds 044G,5,Household is deprived in four dimensions,1
E01035041,Leeds 044H,-8,Does not apply,0
E01035041,Leeds 044H,1,Household is not deprived in any dimension,200
E01035041,Leeds 044H,2,Household is deprived in one dimension,190
E01035041,Leeds 044H,3,Household is deprived in two dimensions,51
E01035041,Leeds 044H,4,Household is deprived in three dimensions,6
E01035041,Leeds 044H,5,Household is deprived in four dimensions,0
E01035042,Leeds 055I,-8,Does not apply,0
E01035042,Leeds 055I,1,Household is not deprived in any dimension,185
E01035042,Leeds 055I,2,Household is deprived in one dimension,156
E01035042,Leeds 055I,3,Household is deprived in two dimensions,87
E01035042,Leeds 055I,4,Household is deprived in three dimensions,35
E01035042,Leeds 055I,5,Household is deprived in four dimensions,1
E01035043,Leeds 055J,-8,Does not apply,0
E01035043,Leeds 055J,1,Household is not deprived in any dimension,174
E01035043,Leeds 055J,2,Household is deprived in one dimension,180
E01035043,Leeds 055J,3,Household is deprived in two dimensions,48
E01035043,Leeds 055J,4,Household is deprived in three dimensions,22
E01035043,Leeds 055J,5,Household is deprived in four dimensions,9
E01035044,Leeds 063F,-8,Does not apply,0
E01035044,Leeds 063F,1,Household is not deprived in any dimension,312
E01035044,Leeds 063F,2,Household is deprived in one dimension,237
E01035044,Leeds 063F,3,Household is deprived in two dimensions,78
E01035044,Leeds 063F,4,Household is deprived in three dimensions,19
E01035044,Leeds 063F,5,Household is deprived in four dimensions,1
E01035045,Leeds 063G,-8,Does not apply,0
E01035045,Leeds 063G,1,Household is not deprived in any dimension,231
E01035045,Leeds 063G,2,Household is deprived in one dimension,306
E01035045,Leeds 063G,3,Household is deprived in two dimensions,73
E01035045,Leeds 063G,4,Household is deprived in three dimensions,10
E01035045,Leeds 063G,5,Household is deprived in four dimensions,1
E01035046,Leeds 082G,-8,Does not apply,0
E01035046,Leeds 082G,1,Household is not deprived in any dimension,403
E01035046,Leeds 082G,2,Household is deprived in one dimension,289
E01035046,Leeds 082G,3,Household is deprived in two dimensions,65
E01035046,Leeds 082G,4,Household is deprived in three dimensions,5
E01035046,Leeds 082G,5,Household is deprived in four dimensions,0
E01035047,Leeds 082H,-8,Does not apply,0
E01035047,Leeds 082H,1,Household is not deprived in any dimension,301
E01035047,Leeds 082H,2,Household is deprived in one dimension,244
E01035047,Leeds 082H,3,Household is deprived in two dimensions,72
E01035047,Leeds 082H,4,Household is deprived in three dimensions,16
E01035047,Leeds 082H,5,Household is deprived in four dimensions,1
E01035048,Leeds 099G,-8,Does not apply,0
E01035048,Leeds 099G,1,Household is not deprived in any dimension,427
E01035048,Leeds 099G,2,Household is deprived in one dimension,235
E01035048,Leeds 099G,3,Household is deprived in two dimensions,96
E01035048,Leeds 099G,4,Household is deprived in three dimensions,22
E01035048,Leeds 099G,5,Household is deprived in four dimensions,2
E01035049,Leeds 099H,-8,Does not apply,0
E01035049,Leeds 099H,1,Household is not deprived in any dimension,414
E01035049,Leeds 099H,2,Household is deprived in one dimension,191
E01035049,Leeds 099H,3,Household is deprived in two dimensions,71
E01035049,Leeds 099H,4,Household is deprived in three dimensions,18
E01035049,Leeds 099H,5,Household is deprived in four dimensions,2
E01035050,Leeds 105G,-8,Does not apply,0
E01035050,Leeds 105G,1,Household is not deprived in any dimension,359
E01035050,Leeds 105G,2,Household is deprived in one dimension,176
E01035050,Leeds 105G,3,Household is deprived in two dimensions,61
E01035050,Leeds 105G,4,Household is deprived in three dimensions,16
E01035050,Leeds 105G,5,Household is deprived in four dimensions,1
E01035051,Leeds 105H,-8,Does not apply,0
E01035051,Leeds 105H,1,Household is not deprived in any dimension,379
E01035051,Leeds 105H,2,Household is deprived in one dimension,175
E01035051,Leeds 105H,3,Household is deprived in two dimensions,47
E01035051,Leeds 105H,4,Household is deprived in three dimensions,5
E01035051,Leeds 105H,5,Household is deprived in four dimensions,0
E01035052,Leeds 105I,-8,Does not apply,0
E01035052,Leeds 105I,1,Household is not deprived in any dimension,350
E01035052,Leeds 105I,2,Household is deprived in one dimension,128
E01035052,Leeds 105I,3,Household is deprived in two dimensions,91
E01035052,Leeds 105I,4,Household is deprived in three dimensions,23
E01035052,Leeds 105I,5,Household is deprived in four dimensions,2
E01035053,Leeds 105J,-8,Does not apply,0
E01035053,Leeds 105J,1,Household is not deprived in any dimension,375
E01035053,Leeds 105J,2,Household is deprived in one dimension,211
E01035053,Leeds 105J,3,Household is deprived in two dimensions,58
E01035053,Leeds 105J,4,Household is deprived in three dimensions,9
E01035053,Leeds 105J,5,Household is deprived in four dimensions,3
E01035054,Leeds 112F,-8,Does not apply,0
E01035054,Leeds 112F,1,Household is not deprived in any dimension,1052
E01035054,Leeds 112F,2,Household is deprived in one dimension,277
E01035054,Leeds 112F,3,Household is deprived in two dimensions,47
